Unnamed: 0,Unnamed: 1,Unnamed: 2
,Date,Last Price
,2025-04-17 00:00:00,0.000301
,2025-03-31 00:00:00,0.00032
,2025-02-28 00:00:00,0.00035
,2025-01-31 00:00:00,0.000357
,2024-12-31 00:00:00,0.000381
,2024-11-29 00:00:00,0.000378
,2024-10-31 00:00:00,0.000364
,2024-09-30 00:00:00,0.00038
,2024-08-30 00:00:00,0.000399
,2024-07-31 00:00:00,0.000409
,2024-06-28 00:00:00,0.00043
,2024-05-31 00:00:00,0.00043
,2024-04-30 00:00:00,0.000437
,2024-03-29 00:00:00,0.000448
,2024-02-29 00:00:00,0.000489
,2024-01-31 00:00:00,0.00049
,2023-12-29 00:00:00,0.000485
,2023-11-30 00:00:00,0.000491
,2023-10-31 00:00:00,0.000504
,2023-09-29 00:00:00,0.000541
,2023-08-31 00:00:00,0.000515
,2023-07-31 00:00:00,0.000509
,2023-06-30 00:00:00,0.000521
,2023-05-31 00:00:00,0.000509
,2023-04-28 00:00:00,0.000503
,2023-03-31 00:00:00,0.000508
,2023-02-28 00:00:00,0.000547
,2023-01-31 00:00:00,0.000519
,2022-12-30 00:00:00,0.000548
,2022-11-30 00:00:00,0.000565
,2022-10-31 00:00:00,0.000612
,2022-09-30 00:00:00,0.000602
,2022-08-31 00:00:00,0.000584
,2022-07-29 00:00:00,0.000566
,2022-06-30 00:00:00,0.000553
,2022-05-31 00:00:00,0.000544
,2022-04-29 00:00:00,0.000527
,2022-03-31 00:00:00,0.000516
,2022-02-28 00:00:00,0.000524
,2022-01-31 00:00:00,0.000556
,2021-12-31 00:00:00,0.000547
,2021-11-30 00:00:00,0.000563
,2021-10-29 00:00:00,0.000561
,2021-09-30 00:00:00,0.000569
,2021-08-31 00:00:00,0.000551
,2021-07-30 00:00:00,0.000551
,2021-06-30 00:00:00,0.000565
,2021-05-31 00:00:00,0.000524
,2021-04-30 00:00:00,0.000565
,2021-03-31 00:00:00,0.000586
,2021-02-26 00:00:00,0.000576
,2021-01-29 00:00:00,0.000541
,2020-12-31 00:00:00,0.000527
,2020-11-30 00:00:00,0.000563
,2020-10-30 00:00:00,0.000532
,2020-09-30 00:00:00,0.00053
,2020-08-31 00:00:00,0.000508
,2020-07-31 00:00:00,0.000506
,2020-06-30 00:00:00,0.000561
,2020-05-29 00:00:00,0.000578
,2020-04-30 00:00:00,0.000593
,2020-03-31 00:00:00,0.000634
,2020-02-28 00:00:00,0.000631
,2020-01-31 00:00:00,0.000629
,2019-12-31 00:00:00,0.000659
,2019-11-29 00:00:00,0.000708
,2019-10-31 00:00:00,0.000661
,2019-09-30 00:00:00,0.000679
,2019-08-30 00:00:00,0.000658
,2019-07-31 00:00:00,0.000707
,2019-06-28 00:00:00,0.00071
,2019-05-31 00:00:00,0.000766
,2019-04-30 00:00:00,0.000779
,2019-03-29 00:00:00,0.000774
,2019-02-28 00:00:00,0.000761
,2019-01-31 00:00:00,0.000757
,2018-12-31 00:00:00,0.00078
,2018-11-30 00:00:00,0.000818
,2018-10-31 00:00:00,0.000823
,2018-09-28 00:00:00,0.000839
,2018-08-31 00:00:00,0.000832
,2018-07-31 00:00:00,0.000817
,2018-06-29 00:00:00,0.000798
,2018-05-31 00:00:00,0.00077
,2018-04-30 00:00:00,0.00076
,2018-03-30 00:00:00,0.000755
,2018-02-28 00:00:00,0.000759
,2018-01-31 00:00:00,0.000743
,2017-12-29 00:00:00,0.000767
,2017-11-30 00:00:00,0.000784
,2017-10-31 00:00:00,0.000785
,2017-09-29 00:00:00,0.000781
,2017-08-31 00:00:00,0.000757
,2017-07-31 00:00:00,0.000788
,2017-06-30 00:00:00,0.000805
,2017-05-31 00:00:00,0.000788
,2017-04-28 00:00:00,0.000788
,2017-03-31 00:00:00,0.000801
,2017-02-28 00:00:00,0.000801
,2017-01-31 00:00:00,0.000826
,2016-12-30 00:00:00,0.000868
,2016-11-30 00:00:00,0.000852
,2016-10-31 00:00:00,0.000783
,2016-09-30 00:00:00,0.00076
,2016-08-31 00:00:00,0.000764
,2016-07-29 00:00:00,0.00074
,2016-06-30 00:00:00,0.000757
,2016-05-31 00:00:00,0.000823
,2016-04-29 00:00:00,0.000773
,2016-03-31 00:00:00,0.000811
,2016-02-29 00:00:00,0.000807
,2016-01-29 00:00:00,0.000894
,2015-12-31 00:00:00,0.000942
,2015-11-30 00:00:00,0.000939
,2015-10-30 00:00:00,0.000875
,2015-09-30 00:00:00,0.000897
,2015-08-31 00:00:00,0.000881
,2015-07-31 00:00:00,0.000913
,2015-06-30 00:00:00,0.000853
,2015-05-29 00:00:00,0.00084
,2015-04-30 00:00:00,0.000845
,2015-03-31 00:00:00,0.000845
,2015-02-27 00:00:00,0.000825
,2015-01-30 00:00:00,0.000778
,2014-12-31 00:00:00,0.000844
,2014-11-28 00:00:00,0.000856
,2014-10-31 00:00:00,0.000852
,2014-09-30 00:00:00,0.000828
,2014-08-29 00:00:00,0.000778
,2014-07-31 00:00:00,0.000779
,2014-06-30 00:00:00,0.000753
,2014-05-30 00:00:00,0.0008
,2014-04-30 00:00:00,0.000775
,2014-03-31 00:00:00,0.00078
,2014-02-28 00:00:00,0.000754
,2014-01-31 00:00:00,0.000804
,2013-12-31 00:00:00,0.000819
,2013-11-29 00:00:00,0.000796
,2013-10-31 00:00:00,0.000755
,2013-09-30 00:00:00,0.000753
,2013-08-30 00:00:00,0.000717
,2013-07-31 00:00:00,0.000755
,2013-06-28 00:00:00,0.00081
,2013-05-31 00:00:00,0.000721
,2013-04-30 00:00:00,0.000677
,2013-03-29 00:00:00,0.000626
,2013-02-28 00:00:00,0.000632
,2013-01-31 00:00:00,0.000601
,2012-12-31 00:00:00,0.000597
,2012-11-30 00:00:00,0.000584
,2012-10-31 00:00:00,0.000581
,2012-09-28 00:00:00,0.000564
,2012-08-31 00:00:00,0.000591
,2012-07-31 00:00:00,0.000619
,2012-06-29 00:00:00,0.000626
,2012-05-31 00:00:00,0.000641
,2012-04-30 00:00:00,0.000601
,2012-03-30 00:00:00,0.000599
,2012-02-29 00:00:00,0.00059
,2012-01-31 00:00:00,0.000575
,2011-12-30 00:00:00,0.000639
,2011-11-30 00:00:00,0.000573
,2011-10-31 00:00:00,0.000583
,2011-09-30 00:00:00,0.000616
,2011-08-31 00:00:00,0.000548
,2011-07-29 00:00:00,0.000615
,2011-06-30 00:00:00,0.000666
,2011-05-31 00:00:00,0.000651
,2011-04-29 00:00:00,0.00064
,2011-03-31 00:00:00,0.000698
,2011-02-28 00:00:00,0.000709
,2011-01-31 00:00:00,0.00075
,2010-12-31 00:00:00,0.000704
,2010-11-30 00:00:00,0.000722
,2010-10-29 00:00:00,0.000736
,2010-09-30 00:00:00,0.000764
,2010-08-31 00:00:00,0.000802
,2010-07-30 00:00:00,0.000847
,2010-06-30 00:00:00,0.000805
,2010-05-31 00:00:00,0.000822
,2010-04-30 00:00:00,0.000849
,2010-03-31 00:00:00,0.000899
,2010-02-26 00:00:00,0.000895
,2010-01-29 00:00:00,0.000925
,2009-12-31 00:00:00,0.000912
,2009-11-30 00:00:00,0.000849
,2009-10-30 00:00:00,0.000956
,2009-09-30 00:00:00,0.000993
,2009-08-31 00:00:00,0.001052
,2009-07-31 00:00:00,0.001048
,2009-06-30 00:00:00,0.001079
,2009-05-29 00:00:00,0.001022
,2009-04-30 00:00:00,0.001125
,2009-03-31 00:00:00,0.001088
,2009-02-27 00:00:00,0.001062
,2009-01-30 00:00:00,0.001079
,2008-12-31 00:00:00,0.001135
,2008-11-28 00:00:00,0.001223
,2008-10-31 00:00:00,0.001382
,2008-09-30 00:00:00,0.001148
,2008-08-29 00:00:00,0.001204
,2008-07-31 00:00:00,0.001094
,2008-06-30 00:00:00,0.001081
,2008-05-30 00:00:00,0.001127
,2008-04-30 00:00:00,0.00114
,2008-03-31 00:00:00,0.001091
,2008-02-29 00:00:00,0.001028
,2008-01-31 00:00:00,0.00108
,2007-12-31 00:00:00,0.001199
,2007-11-30 00:00:00,0.001276
,2007-10-31 00:00:00,0.001255
,2007-09-28 00:00:00,0.001345
,2007-08-31 00:00:00,0.001485
,2007-07-31 00:00:00,0.001497
,2007-06-29 00:00:00,0.001537
,2007-05-31 00:00:00,0.001514
,2007-04-30 00:00:00,0.001474
,2007-03-30 00:00:00,0.001507
,2007-02-28 00:00:00,0.00149
,2007-01-31 00:00:00,0.001529
,2006-12-29 00:00:00,0.001572
,2006-11-30 00:00:00,0.001546
,2006-10-31 00:00:00,0.001655
,2006-09-29 00:00:00,0.001676
,2006-08-31 00:00:00,0.001594
,2006-07-31 00:00:00,0.001575
,2006-06-30 00:00:00,0.001627
,2006-05-31 00:00:00,0.001542
,2006-04-28 00:00:00,0.001526
,2006-03-31 00:00:00,0.001716
